Date,Time,Vendor,Employee,Amount,Location,Card Type,Transaction Type
1/27/24,20:26:40,Online Learning Platform,Katie Schmitt,29.99,"Boston, MA, USA",MasterCard,Purchase
1/29/24,5:22:29,Online Learning Platform,Alyssa Ruiz,29.99,"Boston, MA, USA",AmEx,Purchase
1/29/24,9:56:47,Online Learning Platform,Charles Thomas,29.99,"Boston, MA, USA",MasterCard,Purchase
2/2/24,11:34:49,Online Learning Platform,Shannon Guerra,29.99,"Boston, MA, USA",AmEx,Purchase
2/8/24,15:47:23,Online Learning Platform,Andrea Smith,29.99,"Boston, MA, USA",Visa,Purchase
2/11/24,3:16:11,Online Learning Platform,Rebecca Fisher,29.99,"Boston, MA, USA",MasterCard,Purchase
2/11/24,20:31:37,Online Learning Platform,Aaron Perez,29.99,"Boston, MA, USA",MasterCard,Purchase
2/13/24,21:17:20,Online Learning Platform,Carl Kelly,29.99,"Boston, MA, USA",MasterCard,Purchase
1/1/24,16:56:28,Orr PLC,Tammy Parker,232.68,"Conwayborough, Ohio, Kuwait",Visa,Purchase
5/3/23,11:40:08,Ortega-Mitchell,Dr. April Adams DDS,49.35,"Amandaberg, Delaware, Poland",AmEx,Purchase
12/17/23,14:53:47,"Ortiz, Gomez and Baker",Jennifer Gray,75.15,"Port Jacob, Texas, Lao People's Democratic Republic",MasterCard,Purchase
8/6/23,13:12:59,Osborne PLC,Carl Kelly,49.42,"Alexisburgh, Hawaii, Palestinian Territory",AmEx,Purchase
7/28/23,18:39:59,Owens Group,Julie Chandler,172.61,"Matthewton, Tennessee, Martinique",MasterCard,Purchase
3/2/23,5:47:11,Owens-Flores,Tiffany Ramirez,24.56,"Jamesmouth, Kansas, Jamaica",AmEx,Purchase
8/23/23,19:32:10,"Owens, Ward and Reilly",Kyle Wolfe,155.9,"Kingshire, Oregon, Vietnam",Visa,Purchase
10/4/23,19:50:12,Padilla Inc,Shannon Guerra,95.88,"West Brandonfurt, Delaware, Niger",AmEx,Purchase
8/21/23,2:43:38,Page-Fisher,Mackenzie Graham,266.34,"South Deborahchester, Arkansas, Nicaragua",Visa,Purchase
11/26/23,4:38:43,"Page, Park and Cowan",Andrea Smith,7.07,"East Theresa, Washington, Senegal",MasterCard,Purchase
4/22/23,22:08:57,Park Ltd,Dawn Ramirez,71.35,"West Jay, Massachusetts, Colombia",MasterCard,Purchase
6/26/23,14:14:41,"Park, Williams and Noble",Elizabeth Adams,375.28,"Richton, Montana, Gibraltar",Visa,Purchase
11/7/23,18:09:13,Parker-Burns,Victor Patel,484.19,"New Lisa, South Dakota, Botswana",AmEx,Purchase
4/13/23,0:39:00,Parker-King,Patricia Herrera,219.81,"South Robinbury, Alaska, Ethiopia",AmEx,Purchase
11/25/23,14:08:33,Parrish Group,Carl Kelly,137.17,"Serranostad, Illinois, Saint Martin",AmEx,Purchase
6/21/23,19:05:11,Parrish-West,Nicole Hamilton,207.44,"Lake Martin, Maine, United States Virgin Islands",MasterCard,Purchase
9/13/23,4:49:01,Patrick-Wolf,Christopher Hicks,123,"East Joshuabury, New Mexico, Mozambique",AmEx,Purchase
7/28/23,22:17:49,Patterson Ltd,Christopher Hicks,244.24,"Kirkland, New Mexico, Angola",Visa,Purchase
8/21/23,12:42:16,Patterson-Camacho,Daniel Johnson,161.64,"Michaelfurt, Maine, Bermuda",MasterCard,Purchase
2/19/23,5:26:56,"Patterson, May and Yu",Cheyenne Jones,472.61,"Richardfort, Maine, Guyana",Visa,Purchase
6/2/23,19:54:56,"Payne, Mckee and Chambers",Cindy Washington,17.83,"New Kathrynville, New Hampshire, Saint Helena",AmEx,Purchase
9/4/23,19:41:51,Pennington-Johnson,John Wallace,166.26,"Lake Shari, Oregon, Saint Lucia",MasterCard,Purchase
11/28/23,19:53:38,Perez Group,Colleen Butler,498.84,"East Kelly, Maine, Mexico",Visa,Purchase
10/2/23,20:54:50,Perez-Hall,Tyler Williams,77.54,"Yangburgh, Arkansas, Togo",Visa,Purchase
4/16/23,20:36:01,"Perez, Wright and Holt",Victor Patel,186.71,"Webbton, Florida, New Caledonia",Visa,Purchase
4/9/23,0:04:14,Perkins and Sons,Marissa Myers,317.46,"New Jay, Georgia, Czech Republic",MasterCard,Purchase
6/6/23,12:02:21,"Perkins, Wright and Mcguire",Michael Long,79.95,"Lake Russell, Louisiana, Sudan",Visa,Purchase
12/13/23,9:29:47,Perry-Jordan,Craig Roman,422.65,"Alexanderfort, Oklahoma, Morocco",AmEx,Purchase
12/2/23,13:17:47,Peters Group,Aaron Perez,468.89,"Sheilaland, Alaska, Indonesia",Visa,Purchase
6/23/23,19:09:47,Peters-Davis,Selena Nichols,423.38,"New Danielchester, Wyoming, Grenada",AmEx,Purchase
8/19/23,3:03:30,Peters-Jackson,Charles Thomas,340.13,"Lake Charlesburgh, Kentucky, Kuwait",MasterCard,Purchase
10/22/23,5:34:57,Peterson PLC,Elizabeth Adams,219.97,"West Theodoreburgh, Missouri, Liechtenstein",Visa,Purchase
5/16/23,8:46:48,"Peterson, Neal and Knight",Jennifer Gray,83,"New Troy, Montana, Honduras",Visa,Purchase
8/2/23,16:04:29,Pham LLC,Shannon Guerra,59.14,"Susanberg, New York, Libyan Arab Jamahiriya",AmEx,Purchase
6/28/23,0:36:33,"Phelps, Wheeler and Newton",Jennifer Gray,458.42,"South Richard, Kansas, Myanmar",MasterCard,Purchase
2/27/23,6:47:08,"Phillips, Davis and Matthews",Amanda Roberts,396.11,"East Dorothymouth, Mississippi, Saudi Arabia",Visa,Purchase
5/19/23,12:51:10,Pierce-Cunningham,Zachary Lopez,112.91,"Bestborough, Texas, Netherlands",Visa,Purchase
7/18/23,7:25:37,Pierce-Gallegos,Alyssa Ruiz,425.13,"Larsonton, Maryland, Guyana",MasterCard,Purchase
3/16/23,1:13:33,Poole-Hanson,Rodney Williams Jr.,363.51,"Clarkshire, Pennsylvania, China",AmEx,Purchase
11/16/23,4:44:21,Poole-Mcbride,Patricia Herrera,451.56,"West Morgan, Utah, Angola",Visa,Purchase
2/23/23,15:01:54,"Poole, Adams and Brock",Cheyenne Jones,307.58,"Aliciaberg, West Virginia, Norfolk Island",AmEx,Purchase
4/14/23,10:18:44,Porter-Bell,Andrea Smith,207.11,"East Ashley, Nevada, Guam",AmEx,Purchase
3/13/23,6:34:09,Potts-Montgomery,Charles Thomas,266.35,"Judyland, Rhode Island, Togo",AmEx,Purchase
9/17/23,6:16:47,Powell PLC,Amanda Roberts,31.64,"Port Matthew, New Hampshire, Swaziland",Visa,Purchase
10/14/23,17:11:41,"Powell, Hernandez and Carpenter",Andrea Smith,101.1,"Kennethburgh, Idaho, United Kingdom",AmEx,Purchase
11/11/23,16:49:43,"Powell, Murphy and Jackson",Dawn Ramirez,234.09,"Christopherside, Vermont, Macedonia",MasterCard,Purchase
9/3/23,17:34:32,Price-Conner,John Wallace,210.72,"Port Caleb, Arkansas, Niue",AmEx,Purchase
10/8/23,12:26:19,Quinn-Perez,Michael Long,37.85,"Bryanfort, New York, Kazakhstan",AmEx,Purchase
3/20/23,19:57:32,Ramirez Inc,Katie Schmitt,34.84,"North Hannah, Alaska, Solomon Islands",MasterCard,Purchase
7/23/23,11:38:09,Ramirez-Roberson,Aaron Perez,323.06,"Kathyview, Maryland, Isle of Man",AmEx,Purchase
9/24/23,20:22:12,"Ramirez, Herman and Goodwin",David Smith,330.22,"Port Adrienne, Arizona, Indonesia",MasterCard,Purchase
5/30/23,2:27:19,Ramsey-Smith,Amanda Roberts,410.08,"Henryport, Kansas, Holy See (Vatican City State)",AmEx,Purchase
9/30/23,14:08:18,Randolph LLC,Carly Russell,333.69,"East Heather, Louisiana, Montenegro",MasterCard,Purchase
9/30/23,12:51:36,"Rangel, Wagner and Garza",David Smith,84.19,"South Karabury, Iowa, Cuba",Visa,Purchase
10/15/23,18:03:59,Ray-Kramer,Wanda Sullivan,71.63,"New Ellen, Alaska, Taiwan",AmEx,Purchase
6/30/23,1:52:20,Raymond Inc,Veronica Rivers,415.52,"Pearsonshire, Tennessee, Romania",MasterCard,Purchase
5/2/23,7:04:08,Reed-Johnson,Rodney Williams Jr.,156.9,"Port Brian, West Virginia, French Polynesia",AmEx,Purchase
12/6/23,17:29:11,Reed-Wilson,Lauren Romero,485.88,"Natashaborough, Pennsylvania, Papua New Guinea",Visa,Purchase
9/18/23,7:35:56,"Reid, Lyons and Nguyen",Andrea Smith,412.44,"Cordovahaven, Pennsylvania, Afghanistan",AmEx,Purchase
2/7/24,12:28:27,"Reilly, Landry and Mendoza",Ana Gates,139.04,"Hoffmanton, Missouri, United States Virgin Islands",AmEx,Purchase
2/9/24,17:28:51,"Reyes, Jimenez and Good",Daniel Johnson,372.65,"Flynntown, Michigan, Eritrea",AmEx,Purchase
1/13/24,20:17:45,"Reyes, Lewis and Eaton",Eric Wilson,239.23,"South Michaelchester, Iowa, Malta",AmEx,Purchase
9/10/23,17:13:54,"Reyes, Mcdaniel and Newman",Marissa Myers,268.4,"Rodgersshire, Michigan, Reunion",MasterCard,Purchase
1/8/24,17:06:38,Reynolds-Sutton,Ana Gates,394.79,"Ronaldtown, Idaho, Senegal",Visa,Purchase
8/25/23,22:56:11,"Reynolds, Estes and Bennett",Shannon Guerra,322.4,"North Maureen, Kansas, Bahrain",MasterCard,Purchase
9/24/23,9:21:12,Rice-Parrish,Cheyenne Jones,458.91,"Allisonshire, New York, Luxembourg",Visa,Purchase
9/4/23,16:17:17,"Rich, Levine and Thompson",Julie Watkins,356.73,"Port Nathanhaven, Washington, Grenada",Visa,Purchase
10/9/23,6:11:57,Richard-Hall,Ana Gates,60.84,"Port Brendanshire, Colorado, Venezuela",MasterCard,Purchase
7/18/23,9:00:08,Richardson-Evans,Daniel Johnson,123.91,"Daniellechester, Ohio, Bolivia",Visa,Purchase
9/3/23,5:10:10,"Richardson, Barnett and Lee",Patricia Herrera,445.8,"Reedhaven, Colorado, Bahrain",MasterCard,Purchase
12/5/23,23:55:11,"Richardson, Cobb and Bradford",Craig Roman,220.13,"East Thomas, Utah, Mexico",Visa,Purchase
2/22/23,8:10:23,"Riley, Coleman and Johnson",Veronica Rivers,433.37,"Riveraland, Indiana, Taiwan",Visa,Purchase
6/20/23,20:21:15,Rivas-Marshall,Alyssa Goodwin,149.3,"South Bryanside, Arizona, Mongolia",MasterCard,Purchase
3/25/23,0:45:03,Rivera Ltd,Rebecca Fisher,245.98,"Kaneport, South Dakota, Cameroon",Visa,Purchase
5/8/23,21:53:48,Rivera-Garcia,Tammy Parker,219.51,"Ginamouth, Maine, Myanmar",AmEx,Purchase
5/13/23,2:24:43,Rivera-Roberts,John Wallace,164.92,"Garciaport, Maryland, Guinea",AmEx,Purchase
12/2/23,10:03:47,Roberts Inc,Veronica Rivers,84.63,"New Heather, Minnesota, Kiribati",Visa,Purchase
4/27/23,3:55:31,Roberts-Williams,Selena Nichols,457.57,"New Davidport, Texas, Taiwan",MasterCard,Purchase
11/25/23,20:38:27,Robertson-Garcia,Dr. April Adams DDS,280.7,"Jenniferchester, Texas, China",MasterCard,Purchase
8/6/23,5:59:20,Robinson Group,Julie Watkins,61,"East Victoriabury, Ohio, Mauritius",AmEx,Purchase
12/11/23,23:46:07,Robinson LLC,Cheyenne Jones,65.28,"Harmonberg, North Carolina, Mauritius",Visa,Purchase
2/27/23,11:35:03,Robinson-Coleman,Shannon Guerra,284.92,"Lake Katrina, Mississippi, Philippines",MasterCard,Purchase
7/22/23,2:04:48,Robinson-Daniels,Jennifer Townsend,80.43,"New William, Utah, Costa Rica",MasterCard,Purchase
1/20/24,9:55:58,"Robinson, King and Taylor",Alyssa Goodwin,344.74,"North Laura, West Virginia, Maldives",AmEx,Purchase
12/4/23,1:09:09,Rodriguez and Sons,Elizabeth Adams,61.6,"Lake Katherine, Kansas, Mexico",Visa,Purchase
5/3/23,19:01:58,Rodriguez PLC,Ana Gates,348.62,"Michaelchester, Texas, Thailand",AmEx,Purchase
9/26/23,13:46:24,Rodriguez-Goodwin,Tiffany Barrera,479.88,"Port John, Virginia, Mexico",AmEx,Purchase
3/12/23,6:46:06,Rodriguez-Hill,Colleen Butler,330.11,"Kimburgh, North Dakota, India",AmEx,Purchase
6/4/23,6:07:12,"Rodriguez, Jones and Frank",Carl Kelly,306.61,"Campbellmouth, New Mexico, Faroe Islands",MasterCard,Purchase
2/12/24,20:25:14,"Rodriguez, Martin and Graham",Tiffany Ramirez,348.72,"Rowlandmouth, Florida, Micronesia",MasterCard,Purchase
4/10/23,21:49:40,Rojas Inc,Veronica Rivers,210.7,"Clarkview, Oregon, San Marino",Visa,Purchase
7/30/23,7:08:46,Rojas-Cox,Julie Chandler,340.86,"North Robertville, Iowa, New Zealand",Visa,Purchase
1/26/24,1:32:36,Romero Ltd,Patricia Herrera,118.43,"Scottside, South Carolina, Israel",AmEx,Purchase
11/29/23,18:15:05,"Romero, Randolph and Hill",Michael Long,116.61,"East Craigfurt, South Dakota, Argentina",AmEx,Purchase
4/13/23,5:03:22,Rose Ltd,Patricia Herrera,100.34,"Lake Kennethbury, Georgia, Suriname",MasterCard,Purchase
4/17/23,20:41:01,Rose-Reyes,Julie Chandler,79.49,"West Davidtown, New Hampshire, Korea",Visa,Purchase
10/27/23,20:23:39,"Rose, Santos and Diaz",Julie Watkins,193.55,"West Eric, Georgia, Denmark",MasterCard,Purchase
2/6/24,3:28:04,"Rose, Wood and Conner",Julie Chandler,114.12,"Aliciafort, Vermont, Palau",MasterCard,Purchase
6/1/23,1:41:04,Ross-Black,Carly Russell,99.11,"West Benjamin, Illinois, Paraguay",AmEx,Purchase
2/15/23,23:00:21,"Ross, Guzman and Martin",Zachary Lopez,317.51,"Maryport, Kentucky, Brazil",Visa,Purchase
6/16/23,8:55:04,Roy-Zimmerman,Carl Kelly,330.71,"Carolynton, Texas, British Virgin Islands",AmEx,Purchase
6/5/23,3:27:10,"Roy, Thompson and Castro",Katie Schmitt,199.88,"Johnburgh, Iowa, Wallis and Futuna",Visa,Purchase
9/17/23,20:29:23,"Russell, Wolf and Gomez",Andrea Smith,321.7,"Dunnmouth, Arkansas, Cook Islands",Visa,Purchase
8/31/23,7:47:41,"Salazar, Rios and Simon",Carly Russell,245.54,"South David, Wisconsin, Benin",AmEx,Purchase
4/5/23,22:50:50,Sanchez LLC,Zachary Lopez,128.56,"Johnsonbury, West Virginia, Norway",AmEx,Purchase
1/15/24,5:05:42,Sanchez-West,Aaron Perez,52.16,"South Stephaniestad, Kentucky, French Guiana",Visa,Purchase
2/13/24,8:35:33,"Sanchez, Collins and Henderson",Marissa Myers,166.84,"Kramerland, Maryland, New Zealand",AmEx,Purchase
1/29/24,4:07:33,"Sanchez, Perkins and Gillespie",Cindy Washington,37.08,"Randolphside, New Mexico, Hong Kong",MasterCard,Purchase
12/6/23,3:04:16,"Sanchez, Rose and Boyd",Carl Kelly,95.52,"Greenetown, Idaho, Singapore",MasterCard,Purchase
11/19/23,21:37:55,"Sanders, Lopez and Wolfe",Tyler Williams,30.48,"Perryfurt, Massachusetts, Lithuania",AmEx,Purchase
3/15/23,21:55:40,"Sanders, Mitchell and Erickson",Zachary Lopez,445.26,"North Sara, North Dakota, Montserrat",MasterCard,Purchase
8/19/23,13:38:19,Santana-Durham,Nicole Hamilton,230.05,"Deniseland, Minnesota, New Zealand",AmEx,Purchase
8/25/23,3:55:09,Santiago PLC,Julie Chandler,47.85,"Watsonmouth, Idaho, Saint Martin",AmEx,Purchase
9/10/23,2:53:55,Santos-Moore,Barbara Miller,45.09,"Vangstad, Colorado, Anguilla",AmEx,Purchase
10/31/23,17:06:07,Savage-Faulkner,Nicole Hamilton,222.85,"North Johnmouth, Virginia, Greece",Visa,Purchase
12/9/23,0:17:09,Schultz-Jackson,Mackenzie Graham,468.75,"South Daniel, Colorado, Montserrat",AmEx,Purchase
10/5/23,21:57:29,Scott Inc,Zachary Lopez,13.19,"Cameronview, Oregon, Macedonia",Visa,Purchase
7/5/23,20:44:59,Scott-Owen,Patricia Herrera,344.37,"Haaston, Georgia, Montenegro",AmEx,Purchase
9/20/23,7:58:27,Serrano Ltd,Eric Wilson,222.22,"East Alanmouth, Michigan, Sri Lanka",AmEx,Purchase
11/10/23,5:22:17,Shaffer Inc,Charles Thomas,311.16,"Robertbury, Alaska, Montenegro",Visa,Purchase
4/11/23,14:50:38,Shaffer-Nelson,Craig Roman,55.01,"North Samantha, Hawaii, Madagascar",AmEx,Purchase
1/26/24,8:14:35,Sharp Ltd,Rebecca Fisher,268.2,"Angelmouth, Maine, Dominica",MasterCard,Purchase
11/18/23,19:52:58,Shelton and Sons,Michael Long,188.34,"North Darleneberg, Virginia, Kyrgyz Republic",AmEx,Purchase
11/11/23,1:12:16,Shelton PLC,Alyssa Ruiz,289.91,"Lake Timothymouth, Wisconsin, Norway",AmEx,Purchase
10/19/23,21:35:59,Silva Inc,Tiffany Barrera,370.24,"New Christophermouth, Connecticut, Saint Vincent and the Grenadines",Visa,Purchase
10/20/23,2:43:33,"Silva, Martinez and Ferguson",Tiffany Ramirez,10.98,"Jenniferview, Oregon, Tajikistan",MasterCard,Purchase
5/18/23,0:39:14,"Silva, Murray and Vincent",Rodney Williams Jr.,470.33,"Beardborough, Nebraska, Belize",Visa,Purchase
7/12/23,22:46:37,"Simmons, Calderon and Miller",Julie Watkins,380.37,"Annabury, Michigan, Pitcairn Islands",Visa,Purchase
9/27/23,9:23:37,Simpson-Jackson,Julie Chandler,158.37,"Jeremiahside, Rhode Island, Nicaragua",Visa,Purchase
2/8/24,7:07:53,"Simpson, Lopez and Graves",Ana Gates,342.29,"South Michaelhaven, Nevada, Palestinian Territory",MasterCard,Purchase
9/8/23,19:52:02,Singleton LLC,Jonathan Anderson,31.22,"East Jenniferton, Maine, Switzerland",Visa,Purchase
4/19/23,1:30:07,"Skinner, Fowler and Vincent",Barbara Miller,5.53,"Davischester, Massachusetts, Botswana",AmEx,Purchase
6/2/23,10:34:51,Smith Group,Christopher Hicks,406.55,"Gregoryland, Iowa, Zimbabwe",Visa,Purchase
9/7/23,0:14:49,Smith Inc,Victor Patel,355.25,"Thomastown, Minnesota, Hong Kong",AmEx,Purchase
7/27/23,18:35:46,Smith PLC,Alyssa Ruiz,162.78,"Mitchellstad, Pennsylvania, Kuwait",AmEx,Purchase
11/2/23,5:40:20,Smith PLC,Jennifer Gray,16.24,"Yangfort, Vermont, Ecuador",MasterCard,Purchase
11/11/23,12:03:43,Smith PLC,Shannon Guerra,472.89,"New Nicholas, Alabama, Saint Barthelemy",MasterCard,Purchase
7/30/23,13:57:29,Smith-Cole,Jennifer Townsend,412.69,"South Andreachester, Illinois, Northern Mariana Islands",Visa,Purchase
11/7/23,3:34:38,Smith-Joyce,Craig Roman,214.68,"Natalieshire, Nebraska, Bahrain",AmEx,Purchase
10/25/23,5:32:59,Smith-Mcdonald,Veronica Rivers,195.89,"Haydenmouth, Michigan, Antarctica (the territory South of 60 deg S)",MasterCard,Purchase
3/19/23,8:26:42,Smith-Morales,Cindy Washington,432.24,"North Sarahberg, Texas, Armenia",Visa,Purchase
8/28/23,0:54:57,Smith-Pittman,Tammy Parker,429.28,"New Lisa, Illinois, British Indian Ocean Territory (Chagos Archipelago)",Visa,Purchase
9/13/23,7:12:43,Smith-Quinn,Zachary Lopez,366.84,"South Michael, Alaska, Comoros",MasterCard,Purchase
1/30/24,5:51:16,Smith-Robertson,Tyler Williams,410.01,"North Maria, Ohio, Mauritius",MasterCard,Purchase
7/21/23,19:01:14,"Smith, Reynolds and Chen",Eric Wilson,411.9,"East Colleen, Louisiana, Cuba",AmEx,Purchase
11/12/23,6:23:36,"Smith, Washington and Anderson",Tammy Parker,466.98,"South Steven, South Carolina, Saint Pierre and Miquelon",AmEx,Purchase
3/11/23,21:55:37,"Smith, Williams and Rodriguez",Dr. April Adams DDS,366.89,"South Jonathan, Minnesota, British Indian Ocean Territory (Chagos Archipelago)",Visa,Purchase
2/16/23,23:52:00,Software Suite Co.,Alyssa Ruiz,199.99,"Austin, TX, USA",Visa,Purchase
3/15/23,0:27:17,Software Suite Co.,Dr. April Adams DDS,199.99,"Austin, TX, USA",MasterCard,Purchase
3/28/23,10:59:23,Software Suite Co.,Victor Patel,199.99,"Austin, TX, USA",MasterCard,Purchase
4/1/23,11:09:53,Software Suite Co.,Amanda Roberts,199.99,"Austin, TX, USA",MasterCard,Purchase
4/5/23,19:43:43,Software Suite Co.,Cindy Washington,199.99,"Austin, TX, USA",AmEx,Purchase
4/7/23,7:45:18,Software Suite Co.,Brian Davies,199.99,"Austin, TX, USA",MasterCard,Purchase
4/7/23,12:05:26,Software Suite Co.,John Barton,199.99,"Austin, TX, USA",AmEx,Purchase
4/13/23,23:35:15,Software Suite Co.,Julie Chandler,199.99,"Austin, TX, USA",Visa,Purchase
4/17/23,19:27:54,Software Suite Co.,Veronica Rivers,199.99,"Austin, TX, USA",Visa,Purchase
5/8/23,0:34:40,Software Suite Co.,Aaron Perez,199.99,"Austin, TX, USA",MasterCard,Purchase
5/18/23,0:41:24,Software Suite Co.,Julie Chandler,199.99,"Austin, TX, USA",AmEx,Purchase
5/26/23,15:58:26,Software Suite Co.,Tyler Williams,199.99,"Austin, TX, USA",AmEx,Purchase
5/29/23,2:30:47,Software Suite Co.,Jennifer Gray,199.99,"Austin, TX, USA",AmEx,Purchase
6/1/23,2:18:17,Software Suite Co.,Alyssa Goodwin,199.99,"Austin, TX, USA",Visa,Purchase
6/12/23,13:31:47,Software Suite Co.,Tiffany Barrera,199.99,"Austin, TX, USA",MasterCard,Purchase
6/15/23,18:48:23,Software Suite Co.,Rebecca Fisher,199.99,"Austin, TX, USA",Visa,Purchase
7/13/23,21:33:14,Software Suite Co.,Alyssa Goodwin,199.99,"Austin, TX, USA",AmEx,Purchase
7/14/23,6:26:25,Software Suite Co.,Christopher Hicks,199.99,"Austin, TX, USA",AmEx,Purchase
7/14/23,15:05:07,Software Suite Co.,David Smith,199.99,"Austin, TX, USA",MasterCard,Purchase
7/14/23,19:14:31,Software Suite Co.,Rodney Williams Jr.,199.99,"Austin, TX, USA",AmEx,Purchase
7/25/23,5:11:22,Software Suite Co.,Dr. April Adams DDS,199.99,"Austin, TX, USA",AmEx,Purchase
7/28/23,6:27:26,Software Suite Co.,Carl Kelly,199.99,"Austin, TX, USA",Visa,Purchase
7/29/23,14:27:31,Software Suite Co.,Craig Roman,199.99,"Austin, TX, USA",Visa,Purchase
8/5/23,22:54:58,Software Suite Co.,Jennifer Gray,199.99,"Austin, TX, USA",MasterCard,Purchase
8/16/23,11:28:37,Software Suite Co.,Jonathan Anderson,199.99,"Austin, TX, USA",Visa,Purchase
9/3/23,9:27:20,Software Suite Co.,Katie Schmitt,199.99,"Austin, TX, USA",AmEx,Purchase
9/11/23,20:19:12,Software Suite Co.,Alyssa Goodwin,199.99,"Austin, TX, USA",MasterCard,Purchase
9/17/23,8:48:00,Software Suite Co.,Charles Thomas,199.99,"Austin, TX, USA",Visa,Purchase
9/20/23,13:49:46,Software Suite Co.,Wanda Sullivan,199.99,"Austin, TX, USA",MasterCard,Purchase
9/23/23,21:03:11,Software Suite Co.,Carly Russell,199.99,"Austin, TX, USA",MasterCard,Purchase
9/26/23,10:20:22,Software Suite Co.,Julie Watkins,199.99,"Austin, TX, USA",AmEx,Purchase
10/9/23,3:36:52,Software Suite Co.,Rodney Williams Jr.,199.99,"Austin, TX, USA",MasterCard,Purchase
10/12/23,0:43:00,Software Suite Co.,Cheyenne Jones,199.99,"Austin, TX, USA",AmEx,Purchase
10/13/23,2:37:30,Software Suite Co.,Zachary Lopez,199.99,"Austin, TX, USA",Visa,Purchase
10/23/23,2:51:16,Software Suite Co.,William Jackson,199.99,"Austin, TX, USA",MasterCard,Purchase
10/27/23,5:31:36,Software Suite Co.,Veronica Rivers,199.99,"Austin, TX, USA",Visa,Purchase
10/28/23,4:23:47,Software Suite Co.,Dawn Ramirez,199.99,"Austin, TX, USA",AmEx,Purchase
10/29/23,14:44:13,Software Suite Co.,Patricia Herrera,199.99,"Austin, TX, USA",MasterCard,Purchase
10/31/23,22:33:46,Software Suite Co.,Charles Thomas,199.99,"Austin, TX, USA",AmEx,Purchase
11/5/23,21:55:34,Software Suite Co.,Aaron Perez,199.99,"Austin, TX, USA",MasterCard,Purchase
11/15/23,21:52:25,Software Suite Co.,John Barton,199.99,"Austin, TX, USA",MasterCard,Purchase
11/16/23,16:41:20,Software Suite Co.,Andrea Smith,199.99,"Austin, TX, USA",MasterCard,Purchase
11/19/23,4:49:02,Software Suite Co.,Tammy Parker,199.99,"Austin, TX, USA",MasterCard,Purchase
11/20/23,10:20:15,Software Suite Co.,Veronica Rivers,199.99,"Austin, TX, USA",AmEx,Purchase
11/21/23,23:27:38,Software Suite Co.,John Wallace,199.99,"Austin, TX, USA",AmEx,Purchase
11/28/23,21:42:42,Software Suite Co.,Marissa Myers,199.99,"Austin, TX, USA",AmEx,Purchase
12/2/23,10:59:21,Software Suite Co.,John Wallace,199.99,"Austin, TX, USA",AmEx,Purchase
12/5/23,5:00:57,Software Suite Co.,Mackenzie Graham,199.99,"Austin, TX, USA",AmEx,Purchase
12/6/23,11:32:12,Software Suite Co.,Amanda Roberts,199.99,"Austin, TX, USA",AmEx,Purchase
12/7/23,6:55:17,Software Suite Co.,John Wallace,199.99,"Austin, TX, USA",Visa,Purchase
12/13/23,1:55:33,Software Suite Co.,Kyle Wolfe,199.99,"Austin, TX, USA",AmEx,Purchase
12/14/23,23:33:27,Software Suite Co.,Lauren Romero,199.99,"Austin, TX, USA",Visa,Purchase
12/16/23,13:00:42,Software Suite Co.,Eric Wilson,199.99,"Austin, TX, USA",Visa,Purchase
12/21/23,5:42:19,Software Suite Co.,Julie Chandler,199.99,"Austin, TX, USA",AmEx,Purchase
12/31/23,18:07:48,Software Suite Co.,Alyssa Goodwin,199.99,"Austin, TX, USA",AmEx,Purchase
1/22/24,8:09:51,Software Suite Co.,Julie Watkins,199.99,"Austin, TX, USA",AmEx,Purchase
1/29/24,18:44:07,Software Suite Co.,Aaron Perez,199.99,"Austin, TX, USA",MasterCard,Purchase
2/3/24,9:31:37,Software Suite Co.,Katie Schmitt,199.99,"Austin, TX, USA",MasterCard,Purchase
7/20/23,20:11:02,Stark-Thompson,Dr. April Adams DDS,72.87,"Lake Heatherview, Louisiana, Norway",MasterCard,Purchase
3/7/23,14:00:35,Steele and Sons,William Jackson,100.41,"Warrenville, Alabama, Nauru",AmEx,Purchase
3/8/23,8:23:58,Steele-Long,Tiffany Barrera,419.44,"Alyssaburgh, Washington, Norfolk Island",MasterCard,Purchase
1/8/24,10:32:20,Stephens LLC,Kyle Wolfe,13.88,"Stephanietown, Arkansas, Spain",MasterCard,Purchase
8/19/23,9:00:28,Stephens-Davies,Cindy Washington,359.62,"Webbtown, Texas, Antigua and Barbuda",Visa,Purchase
10/30/23,2:21:47,Stephens-Shaw,Elizabeth Adams,406.3,"East Davidborough, West Virginia, Yemen",AmEx,Purchase
5/1/23,8:52:48,"Stephens, Riley and Kim",Selena Nichols,303.88,"South Kristinhaven, Colorado, Ecuador",Visa,Purchase
9/4/23,20:58:34,"Stevens, Andrade and Sims",Carl Kelly,242.8,"Briantown, Michigan, Marshall Islands",AmEx,Purchase
2/18/23,1:22:28,"Stevenson, Manning and Valenzuela",Selena Nichols,468.71,"Josephtown, Florida, Yemen",Visa,Purchase
9/3/23,8:40:47,"Stevenson, Marks and Rodriguez",Alyssa Goodwin,8.36,"Michaelview, Indiana, Mauritius",AmEx,Purchase
8/6/23,8:30:41,"Stevenson, Smith and Park",Shannon Guerra,150.36,"Stephanieport, Colorado, United Arab Emirates",MasterCard,Purchase
